NWT Number,Loss,Mass Balance,Seconds Elapased,# of Iterations,Min Loss
363,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
364,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
365,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
366,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
367,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
368,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
369,14712.0,-0.0,14712.0,7.0,1018.6796036122555
370,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
371,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
372,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
373,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
374,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
375,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
376,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
377,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
378,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
379,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
380,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
381,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
382,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
383,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
384,5354.535426770893,-0.01,5354.0,2.0,1018.6796036122555
385,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
386,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
387,10952.136036178455,-0.53,8270.0,2.0,1018.6796036122555
388,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
389,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
390,7614.761438071269,-0.01,7614.0,4.0,1018.6796036122555
391,5000.442234569879,0.07,4976.0,2.0,1018.6796036122555
392,12552.518659559397,-0.25,11792.0,3.0,1018.6796036122555
393,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
394,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
395,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
396,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
397,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
398,4723.131518008784,-0.08,4693.0,2.0,1018.6796036122555
399,15978.346188822645,-0.43,13281.0,2.0,1018.6796036122555
400,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
401,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
402,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
403,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
404,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
405,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
406,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
407,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
408,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
409,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
410,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
411,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
412,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
413,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
414,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
415,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
416,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
417,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
418,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
419,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
420,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
421,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
422,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
423,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
424,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
425,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
426,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
427,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
428,19238.425532452147,-0.1,19047.0,3.0,1018.6796036122555
429,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
430,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
431,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
432,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
433,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
434,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
435,14104.640728070406,-0.02,14099.0,2.0,1018.6796036122555
436,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
437,6743.7586172004,-0.48,5356.0,2.0,1018.6796036122555
438,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
439,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
440,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
441,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
442,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
443,6642.732076374333,-0.3,6071.0,2.0,1018.6796036122555
444,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
445,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
446,14619.369027955501,-0.56,10684.0,2.0,1018.6796036122555
447,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
448,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
449,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
450,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
451,7448.598238111058,-0.05,7430.0,3.0,1018.6796036122555
452,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
453,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
454,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
455,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
456,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
457,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
458,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
459,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
460,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
461,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
462,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
463,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
464,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
465,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
466,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
467,22632.623994559457,-0.28,20926.0,2.0,1018.6796036122555
468,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
469,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
470,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
471,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
472,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
473,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
474,1820.507856861617,-0.26,1701.509,5.0,1018.6796036122555
475,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
476,2414.628356841797,-0.27,2244.865,4.0,1018.6796036122555
477,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
478,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
479,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
480,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
481,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
482,10859.402484463688,-0.57,7847.0,5.0,1018.6796036122555
483,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
484,2428.897023913272,-0.03,2426.712,4.0,1018.6796036122555
485,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
486,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
487,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
488,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
489,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
490,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
491,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
492,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
493,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
494,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
495,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
496,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
497,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
498,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
499,5035.441546839609,-0.17,4892.0,2.0,1018.6796036122555
500,1054.056419991301,-0.08,1047.332,2.0,1018.6796036122555
501,4968.8557210136505,-0.06,4951.0,3.0,1018.6796036122555
502,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
503,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
504,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
505,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
506,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
507,2544.077999045587,-0.1,2518.764,4.0,1018.6796036122555
508,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
509,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
510,7421.394108512172,-0.24,7006.0,2.0,1018.6796036122555
511,4612.544651682094,-0.34,4109.0,2.0,1018.6796036122555
512,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
513,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
514,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
515,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
516,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
517,11365.224100154943,-0.03,11355.0,2.0,1018.6796036122555
518,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
519,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
520,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
521,3961.3961198056604,-0.01,3961.0,3.0,1018.6796036122555
522,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
523,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
524,4576.58526483558,-0.43,3804.0,3.0,1018.6796036122555
525,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
526,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
527,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
528,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
529,7521.037517236991,-0.13,7395.0,2.0,1018.6796036122555
530,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
531,4527.98596985843,-0.17,4399.0,2.0,1018.6796036122555
532,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
533,9184.14798971395,-0.99,3446.568,3.0,1018.6796036122555
534,9662.604623098103,-1.02,3413.927,2.0,1018.6796036122555
535,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
536,963190.582776555,2.2,7616.0,1.0,1018.6796036122555
537,7350.624977366487,-0.19,7090.0,2.0,1018.6796036122555
538,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
539,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
540,5339.097786409398,-0.23,5064.0,2.0,1018.6796036122555
541,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
542,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
543,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
544,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
545,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
546,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
547,8625.533969093416,-0.22,8218.0,2.0,1018.6796036122555
548,13439.894036470589,-0.5,10467.0,2.0,1018.6796036122555
549,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
550,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
551,5150.966731346987,-0.31,4679.0,2.0,1018.6796036122555
552,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
553,5187.215228899009,-0.49,4080.0,2.0,1018.6796036122555
554,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
555,5455.200886206106,-0.42,4573.0,2.0,1018.6796036122555
556,12535.0,-0.0,12535.0,2.0,1018.6796036122555
557,8652.59045392202,-0.34,7708.0,2.0,1018.6796036122555
558,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
559,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
560,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
561,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
562,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
563,17454.0,-0.0,17454.0,2.0,1018.6796036122555
564,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
565,14481.089245485717,0.1,14337.0,3.0,1018.6796036122555
566,13646.364568227275,0.01,13645.0,2.0,1018.6796036122555
567,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
568,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
569,33653.31042872472,-1.01,12134.0,2.0,1018.6796036122555
570,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
571,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
572,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
573,2702.8744175858405,-0.57,1953.096,2.0,1018.6796036122555
574,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
575,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
576,999999999999.0,999999.0,21000.0,-1.0,1018.6796036122555
577,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
578,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
579,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
580,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
581,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
582,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
583,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
584,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
585,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
586,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
587,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
588,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
589,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
590,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
591,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
592,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
593,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
594,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
595,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
596,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
597,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
598,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
599,999999999999.0,999999.0,999999.0,-1.0,1018.6796036122555
600,904.6532879217959,-0.04,903.207,6.0,904.6532879217959
601,927.5572710911839,-0.33,831.852,4.0,904.6532879217959
602,907.0337409433522,-0.02,906.671,4.0,904.6532879217959
603,1156.0101120454867,-0.25,1085.971,4.0,904.6532879217959
604,1812.7769813789696,-0.22,1727.128,4.0,904.6532879217959
605,761.8193289517686,-0.03,761.134,4.0,761.8193289517686
606,1475.3314416030405,-0.07,1468.12,4.0,761.8193289517686
607,767.8726138291723,-0.04,766.645,6.0,761.8193289517686
608,1249.7362566396005,-0.03,1248.612,3.0,761.8193289517686
609,1074.650606075293,-0.27,999.096,4.0,761.8193289517686
610,2998.527171018215,-0.02,2997.328,7.0,761.8193289517686
611,651.8534041422818,-0.03,651.267,4.0,651.8534041422818
612,1446.074683512064,-0.1,1431.686,4.0,651.8534041422818
613,1181.4165297449135,-0.51,910.842,3.0,651.8534041422818
614,4760.903980770769,-0.02,4759.0,3.0,651.8534041422818
615,959.9632556794985,-0.38,830.888,4.0,651.8534041422818
616,694.3818532097158,-0.08,689.952,4.0,651.8534041422818
617,1639.8400479818495,-0.2,1575.541,5.0,651.8534041422818
618,1336.876015759646,-0.39,1148.246,4.0,651.8534041422818
619,5193.900668616241,-0.09,5152.0,4.0,651.8534041422818
620,3118.126072629257,-0.06,3106.921,3.0,651.8534041422818
621,948.4902572081487,-0.03,947.637,4.0,651.8534041422818
622,1513.8283857007932,-0.42,1269.016,3.0,651.8534041422818
623,620.2277825985065,-0.08,616.271,2.0,620.2277825985065
624,2510.1191829875825,-0.06,2501.099,7.0,620.2277825985065
625,895.0287773076883,-0.05,892.794,3.0,620.2277825985065
626,1412.014111921419,-0.06,1406.94,2.0,620.2277825985065
627,1929.7659669481868,-0.01,1929.573,5.0,620.2277825985065
628,2416.890933522512,-0.04,2413.027,4.0,620.2277825985065
629,1072.525810118992,-0.1,1061.854,2.0,620.2277825985065
630,1346.6776182486371,-0.13,1324.11,5.0,620.2277825985065
631,2497.160656540843,-0.44,2057.629,3.0,620.2277825985065
632,1509.6183305925429,-0.26,1410.941,3.0,620.2277825985065
633,3632.698227806643,-0.67,2318.86,4.0,620.2277825985065
634,1377.8666655452237,-0.29,1266.727,4.0,620.2277825985065
635,2928.7772766397115,-0.02,2927.606,3.0,620.2277825985065
636,4269.482056264778,-0.1,4227.0,2.0,620.2277825985065
637,835.9862016902191,-0.1,827.668,4.0,620.2277825985065
638,2455.489900139404,-0.52,1873.721,3.0,620.2277825985065
639,3597.374180262676,-0.03,3594.138,6.0,620.2277825985065
640,1460.9672700462193,-0.02,1460.383,5.0,620.2277825985065
641,2709.722653279434,-0.03,2707.285,10.0,620.2277825985065
642,2426.03321923091,-0.02,2425.063,8.0,620.2277825985065
643,565.4361292228295,-0.02,565.21,4.0,565.4361292228295
644,2685.572031983738,-0.18,2599.954,5.0,565.4361292228295
645,9120.764125697096,-0.47,7313.0,3.0,565.4361292228295
646,2251.099098654745,-0.01,2250.874,3.0,565.4361292228295
647,1006.0351480891375,-0.18,973.962,3.0,565.4361292228295
648,911.918187259287,-0.01,911.827,3.0,565.4361292228295
649,2482.4782253006424,-0.03,2480.245,6.0,565.4361292228295
650,968.9775134975328,-0.02,968.59,3.0,565.4361292228295
651,1765.848844663974,-0.49,1388.927,5.0,565.4361292228295
652,1570.6953596004773,-0.29,1444.002,3.0,565.4361292228295
653,2018.5788477922215,-0.01,2018.377,3.0,565.4361292228295
654,5158.6406879963515,-0.03,5154.0,4.0,565.4361292228295
655,1142.1338433539001,-0.22,1088.171,4.0,565.4361292228295
656,1995.7551888256332,-0.82,1018.797,2.0,565.4361292228295
657,2965.5908513319923,-0.07,2951.095,4.0,565.4361292228295
658,882.4959216479856,-0.19,851.206,3.0,565.4361292228295
659,10434.984541212087,-0.19,10065.0,3.0,565.4361292228295
660,3759.801742162056,-0.41,3178.045,2.0,565.4361292228295
661,864.8648352474876,-0.2,830.953,2.0,565.4361292228295
662,3603.580222310196,-0.1,3567.724,4.0,565.4361292228295
663,2293.80833985574,-0.02,2292.891,6.0,565.4361292228295
664,2603.163300176238,-0.07,2590.439,2.0,565.4361292228295
665,1749.5326731252962,-0.02,1748.833,3.0,565.4361292228295
666,3663.0,-0.0,3663.0,8.0,565.4361292228295
667,3910.7963380657748,-0.69,2429.392,2.0,565.4361292228295
668,2083.1514751653267,-0.27,1936.693,6.0,565.4361292228295
669,2475.0609495475132,-0.59,1747.463,4.0,565.4361292228295
670,10535.213242592343,-0.02,10531.0,3.0,565.4361292228295
671,822.8014296631054,-0.04,821.486,4.0,565.4361292228295
672,2033.4457619095422,-0.18,1968.618,3.0,565.4361292228295
673,2539.800180445527,-0.52,1938.056,2.0,565.4361292228295
674,1329.9808859701025,-0.02,1329.449,4.0,565.4361292228295
675,789.8493455565894,-0.06,787.011,3.0,565.4361292228295
676,2905.9411440133076,-0.02,2904.779,3.0,565.4361292228295
677,6266.351236590178,-0.1,6204.0,6.0,565.4361292228295
678,48257.90030810979,-1.09,14709.0,3.0,565.4361292228295
679,1003.7093659182124,-0.01,1003.609,4.0,565.4361292228295
680,1242.8979537942978,-0.26,1161.655,6.0,565.4361292228295
681,2259.5278271693405,-0.27,2100.669,8.0,565.4361292228295
682,1656.555,-0.0,1656.555,8.0,565.4361292228295
683,2433.899124869789,-0.04,2430.008,3.0,565.4361292228295
684,2962.61721108468,-0.31,2691.162,6.0,565.4361292228295
685,3605.4418883584467,-0.02,3604.0,3.0,565.4361292228295
686,1899.8596975616779,-0.14,1862.985,2.0,565.4361292228295
687,990.9916834849249,-0.64,657.935,3.0,565.4361292228295
688,4599.5488714687635,-0.64,3053.713,3.0,565.4361292228295
689,2616.2542038099414,-0.58,1868.888,4.0,565.4361292228295
690,2405.4178150398684,-0.54,1797.009,2.0,565.4361292228295
691,9210.63827797583,1.57,783.064,5.0,565.4361292228295
692,2256.4937747587433,-0.09,2238.29,4.0,565.4361292228295
693,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
694,3552.155560893148,-0.35,3142.613,4.0,565.4361292228295
695,1853.0738160575368,-0.21,1773.129,2.0,565.4361292228295
696,13483.667066297945,-0.05,13450.0,3.0,565.4361292228295
697,2168.308864349775,-0.08,2154.476,3.0,565.4361292228295
698,904.8798795710893,-0.02,904.518,3.0,565.4361292228295
699,2666.4397557853144,-0.69,1656.396,2.0,565.4361292228295
700,3008.45324771426,-0.37,2623.544,3.0,565.4361292228295
701,2859.1732524549416,-0.7,1751.605,3.0,565.4361292228295
702,6085.804516659458,-0.51,4692.0,2.0,565.4361292228295
703,3443.6561870190417,-0.02,3442.279,4.0,565.4361292228295
704,1344.49320714641,-0.23,1275.218,3.0,565.4361292228295
705,2360.850078494707,-0.93,994.139,2.0,565.4361292228295
706,1861.9446589059626,-0.1,1843.418,8.0,565.4361292228295
707,1727.500741436928,-0.01,1727.328,4.0,565.4361292228295
708,1717.955808377354,-0.08,1706.996,3.0,565.4361292228295
709,4531.812362448325,-0.02,4530.0,4.0,565.4361292228295
710,2533.475319391445,-0.04,2529.425,6.0,565.4361292228295
711,2631.5223046272895,-0.03,2629.155,9.0,565.4361292228295
712,1175.8273983408849,-0.44,968.867,2.0,565.4361292228295
713,1912.623677231118,-0.09,1897.194,2.0,565.4361292228295
714,1513.754380668062,-0.02,1513.149,3.0,565.4361292228295
715,1058.983,-0.0,1058.983,4.0,565.4361292228295
716,1892.8446605527574,-0.25,1778.163,2.0,565.4361292228295
717,11633.16325816194,-0.01,11632.0,4.0,565.4361292228295
718,3023.776242052023,-0.16,2947.35,4.0,565.4361292228295
719,4477.714908941689,-0.23,4247.0,2.0,565.4361292228295
720,6711.730181856379,-0.04,6701.0,4.0,565.4361292228295
721,1857.761818504814,-0.31,1687.541,2.0,565.4361292228295
722,1770.3952840624852,-0.48,1406.076,3.0,565.4361292228295
723,1151.9056527501368,-0.1,1140.444,3.0,565.4361292228295
724,3815.1495875284227,-0.82,1947.565,2.0,565.4361292228295
725,2705.753900298939,-0.69,1680.818,4.0,565.4361292228295
726,8654.836666381283,-0.04,8641.0,6.0,565.4361292228295
727,1055.52414080335,-0.21,1009.987,4.0,565.4361292228295
728,1849.1402587763523,-0.04,1846.184,11.0,565.4361292228295
729,1982.550574761735,-0.13,1949.327,4.0,565.4361292228295
730,1216.6062318778743,-0.11,1201.974,2.0,565.4361292228295
731,2992.3986531749833,-0.05,2984.927,3.0,565.4361292228295
732,1857.6715944603886,-0.06,1850.996,2.0,565.4361292228295
733,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
734,2915.7429881676235,0.03,2913.12,8.0,565.4361292228295
735,2522.912599866742,-0.03,2520.643,4.0,565.4361292228295
736,2306.2839166924064,-0.41,1949.431,2.0,565.4361292228295
737,1935.1586062879687,-0.12,1907.492,3.0,565.4361292228295
738,1227.146033445957,-0.05,1224.082,3.0,565.4361292228295
739,3379.189902094823,-0.01,3378.852,4.0,565.4361292228295
740,2384.8467205084303,-0.58,1703.585,3.0,565.4361292228295
741,1399.4815059834773,-0.42,1173.161,2.0,565.4361292228295
742,1621.6964969944725,-0.36,1424.574,5.0,565.4361292228295
743,4878.720642700803,0.62,3321.721,6.0,565.4361292228295
744,11435.281821557122,-0.04,11417.0,4.0,565.4361292228295
745,2346.4318505889964,-0.42,1966.973,3.0,565.4361292228295
746,3158.4611318095203,-0.02,3157.198,3.0,565.4361292228295
747,1055.5115314969632,-0.45,862.022,3.0,565.4361292228295
748,3494.163398869652,-0.01,3493.814,3.0,565.4361292228295
749,4063.4318221796075,-0.1,4023.0,5.0,565.4361292228295
750,5425.129844772479,-0.55,4009.0,5.0,565.4361292228295
751,2342.3906627823,-0.05,2336.542,8.0,565.4361292228295
752,1209.2847087350979,-0.08,1201.57,3.0,565.4361292228295
753,3866.435830611089,-0.59,2729.813,3.0,565.4361292228295
754,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
755,1164.9707416423964,-0.43,968.309,2.0,565.4361292228295
756,2839.4595661972216,-0.44,2339.679,3.0,565.4361292228295
757,1453.2186580713885,-0.28,1343.638,3.0,565.4361292228295
758,5594.0,0.0,5594.0,4.0,565.4361292228295
759,9534.210816689108,-0.26,8911.0,3.0,565.4361292228295
760,1397.977006395065,-0.16,1362.643,3.0,565.4361292228295
761,10567.779597242148,-0.52,8064.0,8.0,565.4361292228295
762,6460.280868670338,-0.1,6396.0,4.0,565.4361292228295
763,833.3912160707251,-0.37,726.765,2.0,565.4361292228295
764,2543.8086135330045,-0.11,2513.214,3.0,565.4361292228295
765,1297.6360913282533,-0.06,1292.973,3.0,565.4361292228295
766,1963.9447296079845,-0.05,1959.041,2.0,565.4361292228295
767,2360.9902841484422,-0.06,2352.506,5.0,565.4361292228295
768,2633.168699950616,-0.05,2626.594,3.0,565.4361292228295
769,2005.8571824257897,-0.02,2005.055,3.0,565.4361292228295
770,1349.5577151358311,-0.02,1349.018,6.0,565.4361292228295
771,1979.2602794353925,-0.27,1840.106,3.0,565.4361292228295
772,2419.740170918046,-0.16,2358.581,4.0,565.4361292228295
773,10360.594900678974,-0.44,8537.0,2.0,565.4361292228295
774,1511.1955029983505,-0.17,1468.147,4.0,565.4361292228295
775,3088.47359172062,-0.09,3063.558,4.0,565.4361292228295
776,1055.7985575815335,-0.12,1040.704,2.0,565.4361292228295
777,2015.6919987652634,-0.38,1744.665,2.0,565.4361292228295
778,1773.0470552560537,-0.67,1131.789,2.0,565.4361292228295
779,1844.241696927969,-0.3,1685.51,5.0,565.4361292228295
780,3097.8913482235844,-0.61,2135.331,6.0,565.4361292228295
781,1468.7171106569115,-0.07,1461.538,2.0,565.4361292228295
782,852.4126204352073,-0.14,835.868,3.0,565.4361292228295
783,4253.800639060445,-0.04,4247.0,3.0,565.4361292228295
784,1504.728067754124,-0.09,1492.589,3.0,565.4361292228295
785,1753.2096110304294,-0.17,1703.267,2.0,565.4361292228295
786,1783.6970526432037,-0.15,1744.012,2.0,565.4361292228295
787,1684.9051432882543,-0.16,1642.319,2.0,565.4361292228295
788,1678.1493909840106,-0.16,1635.734,2.0,565.4361292228295
789,2059.895050080769,-0.16,2007.831,2.0,565.4361292228295
790,1589.8913937451916,-0.13,1563.248,2.0,565.4361292228295
