NWT Number,Loss,Mass Balance,Seconds Elapased,# of Iterations,Min Loss
791,1851.4322951458175,-0.13,1820.406,2.0,565.4361292228295
792,1812.167903139511,-0.07,1803.31,3.0,565.4361292228295
793,2388.5750172310854,-0.12,2354.426,2.0,565.4361292228295
794,1419.4154194020446,-0.1,1405.292,2.0,565.4361292228295
795,1825.6601426761836,-0.21,1746.898,2.0,565.4361292228295
796,1928.39045586552,-0.14,1890.962,2.0,565.4361292228295
797,1697.8794863433154,-0.23,1610.396,2.0,565.4361292228295
798,1537.9363628717606,-0.08,1528.125,2.0,565.4361292228295
799,2036.9878341410606,-0.13,2002.852,3.0,565.4361292228295
800,2611.179827064465,-0.16,2545.182,2.0,565.4361292228295
801,1238.1968134905715,-0.01,1238.073,2.0,565.4361292228295
802,1980.5639486870039,-0.16,1930.505,3.0,565.4361292228295
803,2357.9887413233732,-0.11,2329.629,2.0,565.4361292228295
804,1614.4313640526311,-0.07,1606.54,3.0,565.4361292228295
805,2944.901679728172,-0.16,2870.469,2.0,565.4361292228295
806,1401.6234505010896,-0.11,1384.766,2.0,565.4361292228295
807,1621.3424573579018,-0.08,1610.999,2.0,565.4361292228295
808,1256.3236468266489,-0.15,1228.372,3.0,565.4361292228295
809,5173.270614727384,0.04,5165.0,3.0,565.4361292228295
810,2274.739972002782,-0.09,2256.389,2.0,565.4361292228295
811,1947.7813716815963,-0.05,1942.918,3.0,565.4361292228295
812,1075.827252523284,-0.26,1005.505,2.0,565.4361292228295
813,941.3613047183055,-0.2,904.45,3.0,565.4361292228295
814,9.265821721959204e+25,7.24,1592.977,2.0,565.4361292228295
815,2389.9398462618956,-0.04,2386.119,3.0,565.4361292228295
816,9132.139389684673,-0.18,8841.0,2.0,565.4361292228295
817,2665.4376983426964,0.07,2652.409,3.0,565.4361292228295
818,1995.193917972956,-0.02,1994.396,4.0,565.4361292228295
819,915.2889457153867,-0.07,910.815,3.0,565.4361292228295
820,1850.8188294309152,-0.07,1841.772,4.0,565.4361292228295
821,1828.4428351416047,-0.01,1828.26,3.0,565.4361292228295
822,2379.404931468112,-0.27,2212.118,2.0,565.4361292228295
823,2043.318025577277,-0.09,2026.834,2.0,565.4361292228295
824,1581.2705032304348,-0.03,1579.848,3.0,565.4361292228295
825,389742.5604876781,2.37,1417.063,1.0,565.4361292228295
826,4897.011674257101,-0.12,4827.0,5.0,565.4361292228295
827,2920.6396926356383,-0.77,1614.302,2.0,565.4361292228295
828,9702.619946257872,-0.29,8920.0,15.0,565.4361292228295
829,2237.0620132316512,-0.09,2219.015,2.0,565.4361292228295
830,1745.1864970496758,-0.07,1736.656,2.0,565.4361292228295
831,1580.9149668179255,-0.13,1554.422,2.0,565.4361292228295
832,3447.0789754296275,-0.03,3443.978,4.0,565.4361292228295
833,2663.9780792036436,-0.06,2654.405,2.0,565.4361292228295
834,1986.3402601607906,0.07,1976.631,4.0,565.4361292228295
835,21202.69171655398,-0.33,19015.0,2.0,565.4361292228295
836,4604.804592151824,-0.18,4458.0,4.0,565.4361292228295
837,5014.060735014849,-0.77,2771.382,2.0,565.4361292228295
838,1068.7421915206162,-0.15,1044.964,4.0,565.4361292228295
839,2009.0156401901063,-0.35,1777.388,3.0,565.4361292228295
840,6603.640928150418,-0.02,6601.0,7.0,565.4361292228295
841,1204.3676507237228,-0.02,1203.886,4.0,565.4361292228295
842,2125.7484733562374,0.21,2034.04,2.0,565.4361292228295
843,1915.4084701955294,-0.08,1903.189,4.0,565.4361292228295
844,7419.967393439123,-0.02,7417.0,3.0,565.4361292228295
845,2520.3623056344923,-0.03,2518.095,3.0,565.4361292228295
846,974.000389732916,-0.11,962.286,2.0,565.4361292228295
847,1878.535307327858,-0.3,1716.852,2.0,565.4361292228295
848,7437.12792177017,-0.85,3611.0,2.0,565.4361292228295
849,3203.5058873644207,-0.06,3191.994,2.0,565.4361292228295
850,1708.049924835747,-0.06,1701.912,3.0,565.4361292228295
851,1892.9356885696288,-0.31,1719.492,2.0,565.4361292228295
852,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
853,2480.1933360276807,-0.1,2455.515,3.0,565.4361292228295
854,1432.2679213461872,-0.22,1364.597,3.0,565.4361292228295
855,2118.0426719867387,-0.19,2042.945,3.0,565.4361292228295
856,5272.747382058638,-0.2,5066.0,3.0,565.4361292228295
857,1743.861018089186,-0.07,1735.337,3.0,565.4361292228295
858,1133.7553698683992,-0.01,1133.642,5.0,565.4361292228295
859,1579.5331225845857,-0.94,652.809,2.0,565.4361292228295
860,3629.3427280469514,-0.41,3067.772,3.0,565.4361292228295
861,2031.354571436191,-0.31,1845.228,3.0,565.4361292228295
862,2591.283703654433,-0.1,2565.5,2.0,565.4361292228295
863,2247.875268600779,-0.16,2191.06,3.0,565.4361292228295
864,1056.6228821173477,-0.13,1038.916,4.0,565.4361292228295
865,2670.972391675038,-0.73,1567.595,2.0,565.4361292228295
866,3155.522958279054,-0.42,2645.22,2.0,565.4361292228295
867,818.3842144468066,-0.03,817.648,4.0,565.4361292228295
868,3285.948151089226,-0.89,1488.182,8.0,565.4361292228295
869,15097.58171085312,-0.03,15084.0,3.0,565.4361292228295
870,983.2991776933786,-0.05,980.844,2.0,565.4361292228295
871,4836.735942588049,-0.51,3729.0,4.0,565.4361292228295
872,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
873,4196.678335644751,-0.02,4195.0,3.0,565.4361292228295
874,1646.243091186508,-0.29,1513.456,3.0,565.4361292228295
875,1990.2020102503468,-0.01,1990.003,7.0,565.4361292228295
876,9180.965259884788,-0.44,7565.0,11.0,565.4361292228295
877,1538.1548077902614,-0.01,1538.001,4.0,565.4361292228295
878,7198.927691974454,-0.85,3495.345,7.0,565.4361292228295
879,1205.0342248655672,-0.07,1199.144,4.0,565.4361292228295
880,9053.158270112614,-0.32,8172.0,2.0,565.4361292228295
881,1572.8884586250877,-0.13,1546.53,2.0,565.4361292228295
882,1584.5555802054503,-0.34,1411.572,2.0,565.4361292228295
883,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
884,1598.8018721934766,-0.01,1598.642,3.0,565.4361292228295
885,1242.3528892267666,-0.11,1227.411,3.0,565.4361292228295
886,2534.013605884005,-0.09,2513.571,4.0,565.4361292228295
887,2346.631608486446,-0.04,2342.88,3.0,565.4361292228295
888,1959.388598709294,-0.02,1958.605,6.0,565.4361292228295
889,5568.409205934159,-0.81,2889.286,3.0,565.4361292228295
890,1941.378486354696,-0.07,1931.889,7.0,565.4361292228295
891,979.2499619309979,-0.06,975.731,4.0,565.4361292228295
892,2698.768170764649,-0.86,1288.135,3.0,565.4361292228295
893,3880.3136628701704,-0.14,3805.0,4.0,565.4361292228295
894,775.7169486869268,-0.19,748.213,2.0,565.4361292228295
895,3894.8026406285735,-0.48,3093.314,2.0,565.4361292228295
896,2479.416420515566,-0.29,2279.425,3.0,565.4361292228295
897,1568.9466238951172,-0.17,1524.253,2.0,565.4361292228295
898,16182.781643555649,-0.95,6563.0,2.0,565.4361292228295
899,7331.733136656222,-0.01,7331.0,3.0,565.4361292228295
900,999.1595028658556,-0.09,991.099,3.0,565.4361292228295
901,2732.4413159023475,-0.11,2699.578,3.0,565.4361292228295
902,2207.963272988771,-0.03,2205.977,3.0,565.4361292228295
903,1442.2683493073412,-0.29,1325.934,4.0,565.4361292228295
904,1135.6580186260278,0.06,1131.577,7.0,565.4361292228295
905,2002.5629419323466,-0.13,1969.004,3.0,565.4361292228295
906,2582.0326065075337,-0.02,2581.0,3.0,565.4361292228295
907,9247.088849035856,-0.05,9224.0,3.0,565.4361292228295
908,1261.8989717075804,-0.11,1246.722,3.0,565.4361292228295
909,1608.9443411766015,-0.18,1557.65,2.0,565.4361292228295
910,343119.1074327126,2.38,1189.672,1.0,565.4361292228295
911,1858.1950208178607,-0.14,1822.129,4.0,565.4361292228295
912,10171.360692451082,-0.71,6144.0,2.0,565.4361292228295
913,1321.3914508831308,-0.02,1320.863,7.0,565.4361292228295
914,2987.5999050076502,-0.18,2892.353,2.0,565.4361292228295
915,1534.1144037700608,-0.01,1533.961,5.0,565.4361292228295
916,3746.3746187306247,-0.01,3746.0,3.0,565.4361292228295
917,3363.5678003148305,-0.22,3204.648,3.0,565.4361292228295
918,7606.900772891057,-0.53,5744.0,5.0,565.4361292228295
919,1669.8150713341552,-0.61,1150.979,3.0,565.4361292228295
920,1427.589076224789,-0.07,1420.611,4.0,565.4361292228295
921,2963.4578527404383,-0.19,2858.385,2.0,565.4361292228295
922,1126.4912236090372,-0.39,967.546,3.0,565.4361292228295
923,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
924,972.232218360837,-0.01,972.135,3.0,565.4361292228295
925,4524.823054442824,-0.14,4437.0,4.0,565.4361292228295
926,1907.548745337108,-0.01,1907.358,6.0,565.4361292228295
927,3209.4275142857437,-0.02,3208.144,2.0,565.4361292228295
928,1823.1422104340352,-0.27,1694.964,2.0,565.4361292228295
929,2420.1364236063937,-0.44,1994.162,3.0,565.4361292228295
930,2452.154946627081,-0.03,2449.949,16.0,565.4361292228295
931,16057.655891824712,-0.62,10933.0,5.0,565.4361292228295
932,1872.796142742938,-0.05,1868.12,5.0,565.4361292228295
933,1199.2850475852135,-0.16,1168.973,2.0,565.4361292228295
934,4354.358976672752,-0.23,4130.0,2.0,565.4361292228295
935,2951.9059588913924,-0.38,2554.997,2.0,565.4361292228295
936,2787.6185085036545,-0.09,2765.13,2.0,565.4361292228295
937,5888.413929135003,-0.04,5879.0,2.0,565.4361292228295
938,4304.468226101302,-0.06,4289.0,3.0,565.4361292228295
939,3280.5300170364603,-0.58,2343.405,2.0,565.4361292228295
940,886.0606016300077,-0.01,885.972,5.0,565.4361292228295
941,3199.9037017043406,-0.17,3108.75,9.0,565.4361292228295
942,1343.9814006874137,-0.07,1337.412,3.0,565.4361292228295
943,1787.9992197803765,-0.37,1559.238,2.0,565.4361292228295
944,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
945,983.9865158979328,-0.02,983.593,5.0,565.4361292228295
946,3818.380205514813,-0.88,1760.198,2.0,565.4361292228295
947,4663.865173009734,-0.02,4662.0,5.0,565.4361292228295
948,1340.7191032533258,-0.71,809.86,2.0,565.4361292228295
949,5226.7860032808885,-0.38,4524.0,2.0,565.4361292228295
950,2597.7,-0.0,2597.7,3.0,565.4361292228295
951,1265.9448814452337,-0.16,1233.948,2.0,565.4361292228295
952,11175.669445326972,-0.6,7797.0,2.0,565.4361292228295
953,10486.876478750903,-0.95,4253.0,7.0,565.4361292228295
954,2867.901525723104,-0.6,2000.867,2.0,565.4361292228295
955,999999999999.0,999999.0,21000.0,-1.0,565.4361292228295
956,1987.8434016669792,-0.05,1982.88,3.0,565.4361292228295
957,1928.338875242514,-0.04,1925.256,5.0,565.4361292228295
958,974.8041871426801,-0.15,953.116,3.0,565.4361292228295
959,2199.3825422402087,-0.06,2191.479,3.0,565.4361292228295
960,1459.0025115415992,-0.03,1457.69,4.0,565.4361292228295
961,14623.572783309552,-0.17,14207.0,37.0,565.4361292228295
962,3908.531229080972,-0.09,3877.0,2.0,565.4361292228295
963,1402.9443369200972,-0.11,1386.071,3.0,565.4361292228295
964,25225.37680308462,-0.49,19841.0,2.0,565.4361292228295
965,3381.8342816213753,-0.03,3378.792,6.0,565.4361292228295
966,1971.416826593914,-0.29,1812.401,2.0,565.4361292228295
967,1081.6629859768145,-0.06,1077.776,3.0,565.4361292228295
968,1972.714928175116,-0.02,1971.926,4.0,565.4361292228295
969,710.8619352446104,0.05,709.087,4.0,565.4361292228295
970,710.9797404875766,0.08,706.444,3.0,565.4361292228295
971,1125.7825726285378,-0.01,1125.67,4.0,565.4361292228295
972,892.8722827640638,0.01,892.783,3.0,565.4361292228295
973,655.7332857544402,-0.05,654.096,2.0,565.4361292228295
974,786.4803624217,-0.04,785.223,2.0,565.4361292228295
975,1037.4178841713026,-0.02,1037.003,3.0,565.4361292228295
976,1152.369,-0.0,1152.369,2.0,565.4361292228295
977,745.0705033251041,-0.01,744.996,3.0,565.4361292228295
978,613.0045974496261,0.05,611.474,3.0,565.4361292228295
979,730.4631268214694,0.02,730.171,3.0,565.4361292228295
980,520.8803104593145,0.02,520.672,3.0,520.8803104593145
981,965.26034349596,-0.03,964.392,3.0,520.8803104593145
982,597.1516787393266,0.04,596.197,3.0,520.8803104593145
983,767.1828117582609,0.02,766.876,3.0,520.8803104593145
984,581.64,0.0,581.64,3.0,520.8803104593145
985,656.6076810666091,0.03,656.017,3.0,520.8803104593145
986,725.2505214260109,-0.01,725.178,4.0,520.8803104593145
987,791.4521412569969,-0.01,791.373,3.0,520.8803104593145
988,669.7848603685023,-0.02,669.517,3.0,520.8803104593145
989,671.0981064552668,-0.01,671.031,4.0,520.8803104593145
990,583.5219829698673,-0.05,582.065,4.0,520.8803104593145
991,742.3668295782317,-0.03,741.699,4.0,520.8803104593145
992,757.9828323565035,-0.06,755.259,3.0,520.8803104593145
993,617.1085842569341,-0.04,616.122,3.0,520.8803104593145
994,578.4502602366778,-0.08,574.76,3.0,520.8803104593145
995,634.777860368689,-0.02,634.524,5.0,520.8803104593145
996,812.1700055996272,-0.09,805.618,5.0,520.8803104593145
997,652.0787793523934,-0.02,651.818,4.0,520.8803104593145
998,749.7823637448286,-0.06,747.088,4.0,520.8803104593145
999,882.0484865153716,-0.03,881.255,5.0,520.8803104593145
1000,755.8559643380546,-0.03,755.176,5.0,520.8803104593145
1001,749.4839446471699,-0.01,749.409,4.0,520.8803104593145
1002,844.969609297886,-0.09,838.153,5.0,520.8803104593145
1003,684.8971970966818,-0.06,682.436,4.0,520.8803104593145
1004,864.4534410219791,-0.01,864.367,4.0,520.8803104593145
1005,756.5369802414582,-0.05,754.648,4.0,520.8803104593145
1006,745.8352744509133,-0.02,745.537,5.0,520.8803104593145
1007,1009.1216011033946,-0.07,1004.189,5.0,520.8803104593145
1008,621.1832392197779,-0.06,618.951,5.0,520.8803104593145
1009,629.1064244591231,-0.08,625.093,4.0,520.8803104593145
1010,881.8606737300438,-0.02,881.508,6.0,520.8803104593145
1011,852.542943472794,-0.03,851.776,4.0,520.8803104593145
1012,912.4208468414156,-0.08,906.6,4.0,520.8803104593145
1013,571.7997783819274,-0.06,569.745,3.0,520.8803104593145
1014,611.2081118449564,-0.05,609.682,4.0,520.8803104593145
1015,818.0848043901514,-0.01,818.003,6.0,520.8803104593145
1016,1074.5447319406585,-0.02,1074.115,3.0,520.8803104593145
1017,586.848692535378,-0.02,586.614,4.0,520.8803104593145
1018,576.2864244560116,-0.03,575.768,4.0,520.8803104593145
1019,678.5273566677155,-0.02,678.256,4.0,520.8803104593145
1020,628.5699077117891,-0.04,627.565,3.0,520.8803104593145
1021,673.2460128905859,-0.05,671.565,4.0,520.8803104593145
1022,646.7322366045762,-0.07,643.571,3.0,520.8803104593145
1023,615.254479928608,-0.03,614.701,4.0,520.8803104593145
1024,747.988,-0.0,747.988,3.0,520.8803104593145
1025,511.5362196100213,-0.06,509.698,3.0,511.5362196100213
1026,518.2369742939226,0.05,516.943,3.0,511.5362196100213
1027,610.3339291176841,0.05,608.81,3.0,511.5362196100213
1028,813.193,0.0,813.193,6.0,511.5362196100213
1029,505.1444254607836,0.03,504.69,4.0,505.1444254607836
1030,682.4519304272519,0.03,681.838,3.0,505.1444254607836
1031,795.845,0.0,795.845,4.0,505.1444254607836
1032,546.7168237875063,-0.03,546.225,3.0,505.1444254607836
1033,694.5887799522868,0.02,694.311,3.0,505.1444254607836
1034,587.9709357854002,0.03,587.442,3.0,505.1444254607836
1035,645.8660179188447,0.03,645.285,3.0,505.1444254607836
1036,874.8299927936351,0.03,874.043,3.0,505.1444254607836
1037,809.1456874971933,0.06,806.238,3.0,505.1444254607836
1038,709.1011747625445,0.06,706.553,3.0,505.1444254607836
1039,696.884272986762,0.06,694.38,3.0,505.1444254607836
1040,749.2169179458349,0.01,749.142,2.0,505.1444254607836
1041,665.9957411657879,0.04,664.931,3.0,505.1444254607836
1042,615.3961092185623,0.02,615.15,3.0,505.1444254607836
1043,750.5984908259388,0.08,745.81,3.0,505.1444254607836
1044,544.9351462564352,0.09,540.539,3.0,505.1444254607836
1045,744.9434906244692,-0.01,744.869,2.0,505.1444254607836
1046,606.9663696887387,0.04,605.996,3.0,505.1444254607836
1047,913.2983943051763,0.05,911.018,3.0,505.1444254607836
1048,642.142211010497,0.01,642.078,3.0,505.1444254607836
1049,806.7758091721784,0.04,805.486,3.0,505.1444254607836
1050,626.1574384838141,0.05,624.594,3.0,505.1444254607836
1051,663.4168065226507,0.03,662.82,3.0,505.1444254607836
1052,794.7780570180918,0.06,791.922,2.0,505.1444254607836
1053,642.138542684687,0.06,639.831,3.0,505.1444254607836
1054,654.719277376353,0.07,651.519,4.0,505.1444254607836
1055,609.0469016450315,0.01,608.986,3.0,505.1444254607836
1056,628.0751798326174,0.02,627.824,3.0,505.1444254607836
1057,873.7934474848377,0.02,873.444,3.0,505.1444254607836
1058,663.5833802725161,-0.02,663.318,3.0,505.1444254607836
1059,892.471,0.0,892.471,3.0,505.1444254607836
1060,542.0059333060836,0.13,532.923,3.0,505.1444254607836
1061,674.6334599729425,0.01,674.566,4.0,505.1444254607836
1062,713.719,-0.0,713.719,4.0,505.1444254607836
1063,693.5993564677656,0.01,693.53,3.0,505.1444254607836
1064,724.0153206503285,-0.03,723.364,3.0,505.1444254607836
1065,691.459,-0.0,691.459,4.0,505.1444254607836
1066,704.9474912245024,-0.01,704.877,3.0,505.1444254607836
1067,16959.946037044978,-0.06,16899.0,4.0,505.1444254607836
1068,680.1388495910162,0.03,679.527,4.0,505.1444254607836
1069,746.2464388837976,-0.02,745.948,4.0,505.1444254607836
1070,589.6868275623682,0.02,589.451,4.0,505.1444254607836
1071,668.6294859879612,-0.05,666.96,3.0,505.1444254607836
1072,742.2752238111287,-0.01,742.201,3.0,505.1444254607836
1073,678.4153118587543,-0.02,678.144,4.0,505.1444254607836
1074,807.0006960347345,-0.01,806.92,4.0,505.1444254607836
1075,529.6409614480283,-0.01,529.588,3.0,505.1444254607836
1076,720.176,-0.0,720.176,3.0,505.1444254607836
1077,728.6074517090261,-0.03,727.952,4.0,505.1444254607836
1078,716.6866173196424,0.02,716.4,4.0,505.1444254607836
1079,655.8435810789994,-0.01,655.778,3.0,505.1444254607836
1080,625.5235673945351,-0.08,621.533,3.0,505.1444254607836
1081,656.0396006799795,0.01,655.974,3.0,505.1444254607836
1082,745.163,-0.0,745.163,3.0,505.1444254607836
1083,704.2854250211924,-0.01,704.215,4.0,505.1444254607836
1084,1210.4899508543804,0.03,1209.401,3.0,505.1444254607836
1085,740.323,-0.0,740.323,4.0,505.1444254607836
1086,616.9237201407386,0.02,616.677,4.0,505.1444254607836
1087,766.6398275541601,-0.08,761.749,3.0,505.1444254607836
1088,820.7083051874988,-0.03,819.97,3.0,505.1444254607836
1089,647.3278793724228,0.02,647.069,3.0,505.1444254607836
1090,714.1024030380049,-0.03,713.46,3.0,505.1444254607836
1091,884.6364592228874,0.01,884.548,6.0,505.1444254607836
1092,732.9542917645272,-0.01,732.881,3.0,505.1444254607836
1093,790.8740834541068,-0.01,790.795,3.0,505.1444254607836
1094,652.9553495878446,-0.05,651.325,4.0,505.1444254607836
1095,3130.1965124803,-0.14,3069.442,4.0,505.1444254607836
1096,650.5240491524034,-0.01,650.4590000000001,4.0,505.1444254607836
1097,790.8160776538168,0.01,790.737,3.0,505.1444254607836
1098,494.07046337851904,-0.03,493.626,3.0,494.07046337851904
1099,728.4463067438015,-0.03,727.791,4.0,494.07046337851904
1100,766.8616823340528,0.01,766.785,5.0,494.07046337851904
1101,765.3540804120014,-0.02,765.048,3.0,494.07046337851904
1102,618.1272014369914,-0.02,617.88,4.0,494.07046337851904
1103,621.2113402014357,-0.06,618.979,3.0,494.07046337851904
1104,5572.628492434994,0.25,5235.0,3.0,494.07046337851904
1105,9347.252732568571,0.16,9111.0,4.0,494.07046337851904
1106,610.6527251122628,0.05,609.128,3.0,494.07046337851904
1107,639.5444529442321,-0.04,638.522,3.0,494.07046337851904
1108,906.7806735336012,-0.01,906.69,3.0,494.07046337851904
1109,607.1970968314057,-0.05,605.681,3.0,494.07046337851904
1110,730.839,0.0,730.839,4.0,494.07046337851904
1111,702.4249137790104,0.02,702.144,4.0,494.07046337851904
1112,760.1526295830904,-0.06,757.421,3.0,494.07046337851904
1113,672.557,-0.0,672.557,3.0,494.07046337851904
1114,657.328,0.0,657.328,3.0,494.07046337851904
1115,750.4397435388858,-0.04,749.24,4.0,494.07046337851904
1116,999999999999.0,999999.0,21000.0,-1.0,494.07046337851904
1117,559.3105299350595,0.05,557.914,3.0,494.07046337851904
1118,543.6270442368962,-0.03,543.138,3.0,494.07046337851904
1119,644.7532443420301,-0.08,640.64,4.0,494.07046337851904
1120,774.6944655732141,-0.01,774.617,5.0,494.07046337851904
1121,605.9330944557112,-0.03,605.388,4.0,494.07046337851904
1122,684.8940967302375,-0.05,683.184,5.0,494.07046337851904
1123,732.8982861642472,-0.01,732.825,5.0,494.07046337851904
1124,568.4527972439183,-0.04,567.544,4.0,494.07046337851904
1125,651.71,0.0,651.71,5.0,494.07046337851904
1126,644.4082287632284,-0.04,643.378,4.0,494.07046337851904
1127,1949.67,-0.0,1949.67,4.0,494.07046337851904
1128,805.3239539917155,-0.06,802.43,5.0,494.07046337851904
1129,999999999999.0,999999.0,21000.0,-1.0,494.07046337851904
1130,690.1278356341289,-0.03,689.507,4.0,494.07046337851904
1131,694.7488439650886,0.02,694.471,4.0,494.07046337851904
1132,563.1656210452735,-0.03,562.659,3.0,494.07046337851904
1133,518.1588132906213,-0.01,518.107,3.0,494.07046337851904
1134,634.7630297248317,-0.03,634.192,3.0,494.07046337851904
1135,1573.594,0.0,1573.594,5.0,494.07046337851904
1136,649.4753296422034,0.04,648.437,4.0,494.07046337851904
1137,670.803,-0.0,670.803,4.0,494.07046337851904
1138,4653.439550052938,-0.04,4646.0,12.0,494.07046337851904
1139,743.918473374284,-0.05,742.061,3.0,494.07046337851904
1140,632.7151874959529,0.03,632.146,4.0,494.07046337851904
1141,776.1774088776368,0.02,775.867,4.0,494.07046337851904
1142,17746.72161130712,-0.12,17493.0,3.0,494.07046337851904
1143,622.4171541612743,0.1,616.224,4.0,494.07046337851904
1144,669.3541477258316,-0.03,668.752,3.0,494.07046337851904
1145,622.1562125105737,-0.01,622.094,3.0,494.07046337851904
1146,844.387377817461,-0.07,840.26,3.0,494.07046337851904
1147,743.3447092740355,0.03,742.676,3.0,494.07046337851904
1148,622.8282932941626,-0.03,622.268,3.0,494.07046337851904
1149,578.0281650299239,0.02,577.797,3.0,494.07046337851904
1150,2431.696484083851,-0.02,2430.724,4.0,494.07046337851904
1151,704.1456019166287,0.02,703.864,3.0,494.07046337851904
1152,658.450069230252,0.05,656.806,3.0,494.07046337851904
1153,678.73353578246,-0.09,673.258,3.0,494.07046337851904
1154,725.7521141989395,0.05,723.94,3.0,494.07046337851904
1155,667.5257492374062,0.01,667.459,3.0,494.07046337851904
1156,598.942,-0.0,598.942,4.0,494.07046337851904
1157,629.192,-0.0,629.192,3.0,494.07046337851904
1158,613.2093178658422,-0.01,613.148,5.0,494.07046337851904
1159,547.4915207010704,0.03,546.999,4.0,494.07046337851904
1160,610.8055414013725,0.09,605.878,4.0,494.07046337851904
1161,1478.707150765462,-0.05,1475.015,3.0,494.07046337851904
1162,2961.848170008254,0.01,2961.552,7.0,494.07046337851904
1163,569.1038323453355,0.14,558.058,3.0,494.07046337851904
1164,716.9261646872346,-0.04,715.78,2.0,494.07046337851904
1165,580.2026592786018,0.09,575.522,2.0,494.07046337851904
1166,606.5655777123081,-0.02,606.323,3.0,494.07046337851904
1167,563.2797269286633,0.1,557.675,2.0,494.07046337851904
1168,633.5723782722761,0.02,633.319,2.0,494.07046337851904
1169,618.3469366166373,-0.05,616.803,2.0,494.07046337851904
1170,12601.283060603393,-0.06,12556.0,2.0,494.07046337851904
1171,636.1826701699872,0.07,633.073,3.0,494.07046337851904
1172,3549.801012623635,0.17,3448.68,4.0,494.07046337851904
1173,1556.769,-0.0,1556.769,3.0,494.07046337851904
1174,791.8213185952864,0.03,791.109,3.0,494.07046337851904
1175,574.756,-0.0,574.756,3.0,494.07046337851904
1176,623.4303896298431,0.09,618.401,3.0,494.07046337851904
1177,640.7963473936987,0.12,631.635,3.0,494.07046337851904
1178,675.028,-0.0,675.028,3.0,494.07046337851904
1179,667.1938241612747,-0.02,666.927,3.0,494.07046337851904
1180,753.3306926159329,0.03,752.653,3.0,494.07046337851904
1181,553.5129375382814,0.03,553.015,3.0,494.07046337851904
1182,630.187015550725,-0.01,630.124,3.0,494.07046337851904
1183,3185.349093472061,0.17,3094.61,3.0,494.07046337851904
1184,619.768,0.0,619.768,3.0,494.07046337851904
1185,607.892,0.0,607.892,3.0,494.07046337851904
1186,1217.2878177570606,-0.02,1216.801,2.0,494.07046337851904
1187,782.1343669819596,0.1,774.352,2.0,494.07046337851904
1188,1433.015,-0.0,1433.015,2.0,494.07046337851904
1189,765.8864384895782,0.04,764.662,2.0,494.07046337851904
1190,1770.032312433114,-0.03,1768.44,2.0,494.07046337851904
1191,745.6124274712615,0.16,726.767,3.0,494.07046337851904
1192,692.7206859910007,0.1,685.828,2.0,494.07046337851904
1193,665.306,-0.0,665.306,2.0,494.07046337851904
1194,676.9851144379965,0.1,670.249,2.0,494.07046337851904
1195,3286.6584145181287,0.55,2428.737,3.0,494.07046337851904
1196,613.9030777574,0.06,611.697,3.0,494.07046337851904
1197,745.3845347266742,-0.01,745.31,2.0,494.07046337851904
1198,740.232251791962,0.15,723.763,3.0,494.07046337851904
1199,889.1107080508677,0.09,881.938,2.0,494.07046337851904
1200,706.7886589280168,-0.02,706.506,2.0,494.07046337851904
1201,748.7019653169009,0.04,747.505,2.0,494.07046337851904
1202,728.108,0.0,728.108,3.0,494.07046337851904
1203,1287.6766352690395,0.04,1285.618,2.0,494.07046337851904
1204,768.086804840178,-0.01,768.01,3.0,494.07046337851904
1205,3658.8104048128785,0.45,2988.101,4.0,494.07046337851904
1206,656.8353227297769,0.08,652.645,3.0,494.07046337851904
1207,693.7738704243632,-0.09,688.177,2.0,494.07046337851904
1208,734.2805552052549,0.03,733.62,3.0,494.07046337851904
1209,732.9337563551093,-0.04,731.762,3.0,494.07046337851904
1210,659.3721679855546,0.03,658.779,2.0,494.07046337851904
1211,734.0665679096678,0.02,733.773,3.0,494.07046337851904
1212,845.3745332265909,-0.01,845.29,3.0,494.07046337851904
1213,787.0262005064558,-0.06,784.198,3.0,494.07046337851904
1214,571.1841155557302,-0.01,571.127,2.0,494.07046337851904
1215,738.120189033871,-0.02,737.825,3.0,494.07046337851904
1216,2303.9714631973175,0.23,2185.259,4.0,494.07046337851904
1217,545.933,-0.0,545.933,2.0,494.07046337851904
1218,1650.82807455359,-0.01,1650.663,3.0,494.07046337851904
1219,610.3319402628787,0.13,600.104,2.0,494.07046337851904
1220,622.9664710286448,0.05,621.4110000000001,2.0,494.07046337851904
1221,545.0783498243223,-0.03,544.588,3.0,494.07046337851904
1222,717.4454103911107,-0.03,716.8,2.0,494.07046337851904
1223,766.6035801119348,-0.02,766.297,3.0,494.07046337851904
1224,622.952480749829,0.1,616.754,3.0,494.07046337851904
1225,616.5656534826228,-0.01,616.504,3.0,494.07046337851904
1226,739.3636561456682,-0.09,733.399,3.0,494.07046337851904
1227,6381.4812174574545,-0.09,6330.0,2.0,494.07046337851904
1228,688.427603447963,0.04,687.327,2.0,494.07046337851904
1229,949.2479200459233,-0.01,949.153,3.0,494.07046337851904
1230,583.9565834676096,0.04,583.023,3.0,494.07046337851904
1231,692.6651113121223,-0.06,690.176,2.0,494.07046337851904
